numeroTelefono;creditoResiduo
+39320010258;104,57
+39320010260;131,88
+39320010262;71,83
+39320010264;83,41
+39320010266;121,65
+39320010268;24,61
+39320010270;183,50
+39320010272;178,60
+39320010274;204,64
+39320010276;210,18
+39320010278;84,56
+39320010280;67,53
+39320010282;150,57
+39320010284;63,01
+39320010286;208,77
+39320010288;244,01
+39320010290;112,40
+39320010292;201,80
+39320010294;162,32
+39320010296;119,40
+39320010298;33,72
+39320010300;77,23
+39320010302;230,40
+39320010304;130,21
+39320010306;228,87
+39320010308;224,22
+39320010310;83,01
+39320010312;73,58
+39320010314;34,73
+39320010316;153,61
+39320010318;127,75
+39320010320;210,62
+39320010322;157,78
+39320010324;225,74
+39320010326;213,51
+39320010328;65,77
+39320010330;197,06
+39320010332;113,60
+39320010334;44,66
+39320010336;13,71
+39320010338;40,50
+39320010340;105,01
+39320010342;67,83
+39320010344;166,55
+39320010346;78,61
+39320010348;26,05
+39320010350;40,91
+39320010352;231,04
+39320010354;139,27
+39320010356;134,39
+39320010358;247,26
+39320010360;33,74
+39320010362;208,58
+39320010364;187,66
+39320010366;97,57
+39320010368;89,54
+39320010370;105,80
+39320010372;184,91
+39320010374;140,75
+39320010376;245,74
+39320010378;56,66
+39320010380;93,23
+39320010382;160,36
+39320010384;139,89
+39320010386;50,19
+39320010388;231,51
+39320010390;76,35
+39320010392;40,23
+39320010394;120,26
+39320010396;91,41
+39320010398;99,70
+39320010400;182,44
+39320010402;205,48
+39320010404;215,44
+39320010406;159,17
+39320010408;146,37
+39320010410;18,87
+39320010412;195,80
+39320010414;226,77
+39320010416;1,59
+39320010418;26,59
+39320010420;88,90
+39320010422;148,22
+39320010424;77,23
+39320010426;233,87
+39320010428;9,69
+39320010430;118,64
+39320010432;217,32
+39320010434;32,57
+39320010436;181,79
+39320010438;172,72
+39320010440;227,83
+39320010442;45,22
+39320010444;32,63
+39320010446;168,70
+39320010448;126,61
+39320010450;171,63
+39320010452;14,12
+39320010454;39,46
+39320010456;247,96
+39320010458;205,24
+39320010460;142,39
+39320010462;11,46
+39320010464;14,78
+39320010466;169,69
+39320010468;187,75
+39320010470;216,13
+39320010472;23,30
+39320010474;228,21
+39320010476;159,83
+39320010478;8,38
+39320010480;101,79
+39320010482;36,92
+39320010484;248,49
+39320010486;61,30
+39320010488;161,59
+39320010490;103,47
+39320010492;229,40
+39320010494;171,45
+39320010496;15,22
+39320010498;243,29
+39320010500;124,77
+39320010502;167,98
+39320010504;19,88
+39320010506;3,72
+39320010508;93,50
+39320010510;219,30
+39320010512;179,26
+39320010514;134,37
+39320010516;85,84
+39320010518;159,83
+39320010520;123,39
+39320010522;140,95
+39320010524;14,83
+39320010526;17,44
+39320010528;220,40
+39320010530;240,57
+39320010532;184,44
+39320010534;190,68
+39320010536;201,46
+39320010538;99,84
+39320010540;182,13
+39320010542;227,57
+39320010544;156,79
+39320010546;150,77
+39320010548;114,50
+39320010550;73,73
+39320010552;56,82
+39320010554;243,82
+39320010556;175,56
+39320010558;169,78
+39320010560;107,15
+39320010562;173,31
+39320010564;70,59
+39320010566;13,45
+39320010568;235,77
+39320010570;65,46
+39320010572;191,13
+39320010574;68,49
+39320010576;120,21
+39320010578;52,77
+39320010580;25,69
+39320010582;102,52
+39320010584;224,47
+39320010586;217,57
+39320010588;8,05
+39320010590;110,57
+39320010592;72,89
+39320010594;153,40
+39320010596;144,74
+39320010598;16,51
+39320010600;64,92
+39320010602;32,17
+39320010604;105,92
+39320010606;87,16
+39320010608;117,46
+39320010610;241,88
+39320010612;71,05
+39320010614;17,86
+39320010616;160,81
+39320010618;140,94
+39320010620;22,15
+39320010622;185,84
+39320010624;66,12
+39320010626;223,06
+39320010628;240,31
+39320010630;36,85
+39320010632;71,71
+39320010634;68,81
+39320010636;217,29
+39320010638;6,71
+39320010640;103,60
+39320010642;54,11
+39320010644;147,73
+39320010646;162,12
+39320010648;80,67
+39320010650;134,97
+39320010652;229,10
+39320010654;154,84
+39320010656;52,32
+39320010658;182,06
+39320010660;39,01
+39320010662;18,33
+39320010664;198,54
+39320010666;98,36
+39320010668;38,05
+39320010670;127,72
+39320010672;64,01
+39320010674;243,67
+39320010676;145,91
+39320010678;158,91
+39320010680;12,96
+39320010682;92,48
+39320010684;110,99
+39320010686;92,76
+39320010688;180,38
+39320010690;100,55
+39320010692;96,21
+39320010694;46,38
+39320010696;44,83
+39320010698;178,45
+39320010700;32,50
+39320010702;113,25
+39320010704;239,45
+39320010706;151,59
+39320010708;63,83
+39320010710;10,02
+39320010712;155,38
+39320010714;60,40
+39320010716;231,15
+39320010718;123,66
+39320010720;40,77
+39320010722;47,70
+39320010724;155,43
+39320010726;97,20
+39320010728;202,69
+39320010730;90,49
+39320010732;26,91
+39320010734;201,62
+39320010736;168,41
+39320010738;228,62
+39320010740;243,27
+39320010742;38,40
+39320010744;99,94
+39320010746;185,59
+39320010748;25,15
+39320010750;26,16
+39320010752;180,87
+39320010754;41,49
+39320010756;111,58
+39320010758;207,79
+39320010760;239,44
+39320010762;160,70
+39320010764;48,27
+39320010766;17,67
+39320010768;111,49
+39320010770;17,81
+39320010772;53,29
+39320010774;204,32
+39320010776;224,19
+39320010778;154,07
+39320010780;187,36
+39320010782;94,86
+39320010784;12,65
+39320010786;200,66
+39320010788;196,47
+39320010790;124,68
+39320010792;76,92
+39320010794;192,78
+39320010796;221,95
+39320010798;167,58
+39320010800;14,10
+39320010802;87,76
+39320010804;31,31
+39320010806;56,83
+39320010808;13,35
+39320010810;196,39
+39320010812;23,89
+39320010814;0,70
+39320010816;221,78
+39320010818;246,57
+39320010820;42,65
+39320010822;116,92
+39320010824;226,72
+39320010826;41,94
+39320010828;71,75
+39320010830;193,68
+39320010832;98,81
+39320010834;169,08
+39320010836;79,31
+39320010838;19,18
+39320010840;40,88
+39320010842;189,91
+39320010844;134,76
+39320010846;214,81
+39320010848;111,12
+39320010850;150,65
+39320010852;77,62
+39320010854;74,95
+39320010856;152,18
+39320010858;148,43
+39320010860;93,90
+39320010862;78,89
+39320010864;143,67
+39320010866;96,09
+39320010868;65,68
+39320010870;138,22
+39320010872;241,46
+39320010874;207,17
+39320010876;111,69
+39320010878;18,62
+39320010880;112,62
+39320010882;166,44
+39320010884;131,99
+39320010886;161,76
+39320010888;80,12
+39320010890;223,92
+39320010892;87,39
+39320010894;226,97
+39320010896;234,42
+39320010898;163,26
+39320010900;113,23
+39320010902;119,22
+39320010904;26,35
+39320010906;207,17
+39320010908;103,56
+39320010910;154,81
+39320010912;182,05
+39320010914;94,11
+39320010916;242,16
+39320010918;83,22
+39320010920;67,58
+39320010922;248,70
+39320010924;0,25
+39320010926;98,05
+39320010928;85,54
+39320010930;173,60
+39320010932;92,54
+39320010934;211,50
+39320010936;90,69
+39320010938;220,60
+39320010940;34,82
+39320010942;119,15
+39320010944;20,90
+39320010946;84,39
+39320010948;129,91
+39320010950;5,25
+39320010952;37,97
+39320010954;13,63
+39320010956;222,80
+39320010958;190,19
+39320010960;29,32
+39320010962;121,31
+39320010964;215,95
+39320010966;209,42
+39320010968;55,08
+39320010970;54,93
+39320010972;80,49
+39320010974;41,23
+39320010976;0,02
+39320010978;177,34
+39320010980;158,74
+39320010982;37,23
+39320010984;15,60
+39320010986;200,77
+39320010988;27,86
+39320010990;119,75
+39320010992;107,96
+39320010994;99,33
+39320010996;55,06
+39320010998;14,42
+39320011000;14,65
+39320011002;29,91
+39320011004;209,96
+39320011006;213,72
+39320011008;110,77
+39320011010;168,68
+39320011012;148,61
+39320011014;103,10
+39320011016;141,93
+39320011018;96,81
+39320011020;137,38
+39320011022;153,97
+39320011024;215,75
+39320011026;151,27
+39320011028;54,75
+39320011030;167,38
+39320011032;135,26
+39320011034;178,04
+39320011036;212,38
+39320011038;127,11
+39320011040;38,28
+39320011042;113,82
+39320011044;100,82
+39320011046;185,20
+39320011048;171,64
+39320011050;111,75
+39320011052;230,15
+39320011054;234,70
+39320011056;3,05
+39320011058;142,47
+39320011060;16,20
+39320011062;64,34
+39320011064;147,60
+39320011066;3,99
+39320011068;213,01
+39320011070;96,16
+39320011072;181,71
+39320011074;16,41
+39320011076;95,46
+39320011078;130,47
+39320011080;69,26
+39320011082;39,85
+39320011084;45,63
+39320011086;188,08
+39320011088;77,15
+39320011090;160,64
+39320011092;160,18
+39320011094;19,93
+39320011096;13,98
+39320011098;167,53
+39320011100;165,98
+39320011102;165,17
+39320011104;226,58
+39320011106;159,67
+39320011108;245,85
+39320011110;199,08
+39320011112;220,50
+39320011114;15,68
+39320011116;128,16
+39320011118;177,29
+39320011120;201,79
+39320011122;6,58
+39320011124;148,54
+39320011126;108,05
+39320011128;70,36
+39320011130;15,00
+39320011132;170,59
+39320011134;16,23
+39320011136;151,21
+39320011138;154,06
+39320011140;123,63
+39320011142;221,66
+39320011144;156,49
+39320011146;155,56
+39320011148;40,13
+39320011150;149,13
+39320011152;155,91
+39320011154;239,30
+39320011156;160,12
+39320011158;18,15
+39320011160;77,08
+39320011162;107,22
+39320011164;106,66
+39320011166;97,18
+39320011168;119,23
+39320011170;171,21
+39320011172;69,58
+39320011174;102,31
+39320011176;12,54
+39320011178;85,57
+39320011180;186,01
+39320011182;138,59
+39320011184;249,73
+39320011186;63,74
+39320011188;119,90
+39320011190;171,04
+39320011192;80,57
+39320011194;44,16
+39320011196;8,37
+39320011198;49,32
+39320011200;16,13
+39320011202;216,21
+39320011204;111,83
+39320011206;139,60
+39320011208;44,52
+39320011210;171,56
+39320011212;75,94
+39320011214;104,84
+39320011216;239,92
+39320011218;67,62
+39320011220;215,96
+39320011222;45,29
+39320011224;18,82
+39320011226;9,47
+39320011228;34,07
+39320011230;58,10
+39320011232;233,07
+39320011234;245,83
+39320011236;229,84
+39320011238;174,34
+39320011240;13,72
+39320011242;144,31
+39320011244;41,36
+39320011246;43,08
+39320011248;164,68
+39320011250;185,35
+39320011252;49,63
+39320011254;64,02
+39320011256;22,85
+39320011258;158,40
+39320011260;30,18
+39320011262;214,42
+39320011264;101,35
+39320011266;194,67
+39320011268;241,41
+39320011270;52,68
+39320011272;190,70
+39320011274;245,67
+39320011276;39,27
+39320011278;117,64
+39320011280;126,06
+39320011282;152,45
+39320011284;29,35
+39320011286;224,31
+39320011288;37,41
+39320011290;55,09
+39320011292;58,68
+39320011294;36,19
+39320011296;142,23
+39320011298;197,90
+39320011300;81,47
+39320011302;41,45
+39320011304;122,71
+39320011306;93,45
+39320011308;105,08
+39320011310;214,17
+39320011312;192,82
+39320011314;130,80
+39320011316;195,48
+39320011318;153,28
+39320011320;10,42
+39320011322;135,26
+39320011324;94,76
+39320011326;183,67
+39320011328;110,17
+39320011330;144,14
+39320011332;187,29
+39320011334;191,54
+39320011336;157,51
+39320011338;217,23
+39320011340;180,99
+39320011342;4,87
+39320011344;91,80
+39320011346;33,24
+39320011348;33,97
+39320011350;188,93
+39320011352;166,10
+39320011354;248,40
+39320011356;212,30
+39320011358;21,09
+39320011360;212,53
+39320011362;235,28
+39320011364;247,05
+39320011366;208,89
+39320011368;207,36
+39320011370;234,30
+39320011372;119,20
+39320011374;189,28
+39320011376;136,21
+39320011378;168,91
+39320011380;184,03
+39320011382;59,09
+39320011384;246,90
+39320011386;134,28
+39320011388;131,25
+39320011390;242,77
+39320011392;62,04
+39320011394;134,91
+39320011396;137,69
+39320011398;199,52
+39320011400;37,51
+39320011402;246,11
+39320011404;97,59
+39320011406;113,23
+39320011408;211,26
+39320011410;121,68
+39320011412;67,46
+39320011414;83,04
+39320011416;156,57
+39320011418;38,67
+39320011420;38,30
+39320011422;241,18
+39320011424;51,38
+39320011426;192,90
+39320011428;169,15
+39320011430;147,02
+39320011432;183,45
+39320011434;52,42
+39320011436;111,89
+39320011438;169,44
+39320011440;11,09
+39320011442;108,13
+39320011444;199,36
+39320011446;151,30
+39320011448;84,97
+39320011450;237,79
+39320011452;212,23
+39320011454;129,67
+39320011456;154,09
+39320011458;95,28
+39320011460;129,07
+39320011462;94,43
+39320011464;173,50
+39320011466;126,71
+39320011468;123,84
+39320011470;187,55
+39320011472;105,38
+39320011474;158,49
+39320011476;94,15
+39320011478;162,84
+39320011480;188,90
+39320011482;78,99
+39320011484;171,65
+39320011486;153,38
+39320011488;35,04
+39320011490;42,03
+39320011492;136,57
+39320011494;168,78
+39320011496;169,34
+39320011498;222,40
+39320011500;234,00
+39320011502;131,32
+39320011504;221,10
+39320011506;115,10
+39320011508;148,96
+39320011510;228,52
+39320011512;176,00
+39320011514;61,12
+39320011516;127,83
+39320011518;162,54
+39320011520;165,59
+39320011522;65,27
+39320011524;52,36
+39320011526;33,58
+39320011528;210,10
+39320011530;107,88
+39320011532;177,71
+39320011534;213,42
+39320011536;216,00
+39320011538;193,94
+39320011540;178,78
+39320011542;170,99
+39320011544;13,71
+39320011546;58,23
+39320011548;174,61
+39320011550;192,78
+39320011552;142,50
+39320011554;82,36
+39320011556;128,15
+39320011558;44,14
+39320011560;30,38
+39320011562;16,43
+39320011564;212,06
+39320011566;69,82
+39320011568;149,60
+39320011570;238,42
+39320011572;26,20
+39320011574;241,13
+39320011576;154,78
+39320011578;77,29
+39320011580;54,30
+39320011582;171,51
+39320011584;33,23
+39320011586;131,96
+39320011588;196,64
+39320011590;77,11
+39320011592;61,12
+39320011594;123,48
+39320011596;131,47
+39320011598;22,97
+39320011600;133,27
+39320011602;202,98
+39320011604;103,63
+39320011606;214,26
+39320011608;95,26
+39320011610;216,37
+39320011612;219,20
+39320011614;138,31
+39320011616;25,73
+39320011618;86,03
+39320011620;233,55
+39320011622;243,39
+39320011624;114,92
+39320011626;209,73
+39320011628;16,11
+39320011630;216,86
+39320011632;39,03
+39320011634;163,09
+39320011636;53,83
+39320011638;238,75
+39320011640;7,47
+39320011642;163,17
+39320011644;221,91
+39320011646;208,13
+39320011648;1,22
+39320011650;97,04
+39320011652;20,59
+39320011654;59,06
+39320011656;8,96
+39320011658;123,83
+39320011660;39,18
+39320011662;185,75
+39320011664;12,14
+39320011666;142,85
+39320011668;1,80
+39320011670;172,47
+39320011672;57,17
+39320011674;90,60
+39320011676;238,68
+39320011678;46,87
+39320011680;81,36
+39320011682;8,92
+39320011684;68,03
+39320011686;121,34
+39320011688;219,62
+39320011690;166,39
+39320011692;236,90
+39320011694;51,74
+39320011696;31,39
+39320011698;98,95
+39320011700;13,78
+39320011702;208,73
+39320011704;73,35
+39320011706;119,44
+39320011708;159,43
+39320011710;84,49
+39320011712;170,07
+39320011714;84,36
+39320011716;140,87
+39320011718;198,84
+39320011720;165,23
+39320011722;238,98
+39320011724;120,13
+39320011726;55,32
+39320011728;147,01
+39320011730;4,86
+39320011732;6,92
+39320011734;74,61
+39320011736;35,40
+39320011738;122,04
+39320011740;23,13
+39320011742;107,63
+39320011744;162,10
+39320011746;97,83
+39320011748;241,27
+39320011750;56,29
+39320011752;192,13
+39320011754;216,81
+39320011756;127,72
+39320011758;181,57
+39320011760;97,13
+39320011762;160,71
+39320011764;24,42
+39320011766;190,69
+39320011768;5,31
+39320011770;42,30
+39320011772;93,83
+39320011774;26,29
+39320011776;136,89
+39320011778;1,74
+39320011780;210,77
+39320011782;212,91
+39320011784;8,09
+39320011786;30,00
+39320011788;231,25
+39320011790;203,69
+39320011792;118,29
+39320011794;200,60
+39320011796;100,31
+39320011798;161,88
+39320011800;36,34
+39320011802;226,87
+39320011804;236,48
+39320011806;183,34
+39320011808;107,82
+39320011810;134,48
+39320011812;139,52
+39320011814;124,76
+39320011816;2,54
+39320011818;64,27
+39320011820;244,77
+39320011822;222,44
+39320011824;95,86
+39320011826;84,84
+39320011828;121,97
+39320011830;22,10
+39320011832;196,30
+39320011834;240,96
+39320011836;28,75
+39320011838;233,90
+39320011840;84,28
+39320011842;215,91
+39320011844;145,12
+39320011846;3,83
+39320011848;240,24
+39320011850;36,29
+39320011852;224,43
+39320011854;179,72
+39320011856;76,25
+39320011858;243,47
+39320011860;227,82
+39320011862;33,81
+39320011864;171,98
+39320011866;63,55
+39320011868;157,30
+39320011870;238,48
+39320011872;6,20
+39320011874;235,10
+39320011876;80,85
+39320011878;130,38
+39320011880;177,44
+39320011882;74,28
+39320011884;37,72
+39320011886;104,59
+39320011888;73,90
+39320011890;14,81
+39320011892;3,19
+39320011894;90,75
+39320011896;80,75
+39320011898;165,19
+39320011900;47,05
+39320011902;112,53
+39320011904;248,49
+39320011906;7,04
+39320011908;86,61
+39320011910;122,95
+39320011912;169,74
+39320011914;97,09
+39320011916;153,51
+39320011918;192,84
+39320011920;138,62
+39320011922;28,40
+39320011924;153,39
+39320011926;188,79
+39320011928;185,72
+39320011930;157,65
+39320011932;6,58
+39320011934;40,91
+39320011936;105,82
+39320011938;243,90
+39320011940;238,06
+39320011942;203,05
+39320011944;71,22
+39320011946;180,21
+39320011948;94,01
+39320011950;138,75
+39320011952;95,60
+39320011954;224,74
+39320011956;65,37
+39320011958;14,49
+39320011960;19,44
+39320011962;61,95
+39320011964;145,09
+39320011966;89,05
+39320011968;220,16
+39320011970;221,04
+39320011972;107,98
+39320011974;36,06
+39320011976;157,16
+39320011978;62,72
+39320011980;169,05
+39320011982;80,58
+39320011984;35,24
+39320011986;46,41
+39320011988;217,26
+39320011990;190,31
+39320011992;208,22
+39320011994;134,18
+39320011996;215,27
+39320011998;197,91
+39320012000;8,83
+39320012002;46,42
+39320012004;202,33
+39320012006;212,55
+39320012008;48,69
+39320012010;122,25
+39320012012;183,49
+39320012014;56,25
+39320012016;56,75
+39320012018;72,38
+39320012020;184,41
+39320012022;118,69
+39320012024;148,12
+39320012026;172,16
+39320012028;145,42
+39320012030;30,75
+39320012032;82,10
+39320012034;220,29
+39320012036;114,55
+39320012038;88,50
+39320012040;73,31
+39320012042;87,09
+39320012044;69,34
+39320012046;147,77
+39320012048;222,41
+39320012050;127,46
+39320012052;117,71
+39320012054;160,88
+39320012056;29,11
+39320012058;231,44
+39320012060;186,28
+39320012062;103,29
+39320012064;152,07
+39320012066;228,67
+39320012068;40,87
+39320012070;45,01
+39320012072;56,65
+39320012074;118,97
+39320012076;240,82
+39320012078;122,26
+39320012080;47,66
+39320012082;153,95
+39320012084;166,69
+39320012086;81,62
+39320012088;191,20
+39320012090;201,44
+39320012092;230,98
+39320012094;15,72
+39320012096;77,05
+39320012098;223,20
+39320012100;129,59
+39320012102;37,58
+39320012104;195,04
+39320012106;96,16
+39320012108;136,83
+39320012110;158,27
+39320012112;8,35
+39320012114;202,59
+39320012116;21,69
+39320012118;117,70
+39320012120;40,04
+39320012122;46,52
+39320012124;106,94
+39320012126;110,36
+39320012128;165,40
+39320012130;62,35
+39320012132;16,85
+39320012134;131,38
+39320012136;48,19
+39320012138;47,11
+39320012140;120,39
+39320012142;201,20
+39320012144;35,72
+39320012146;16,34
+39320012148;115,32
+39320012150;6,29
+39320012152;63,83
+39320012154;120,37
+39320012156;183,25
+39320012158;30,26
+39320012160;232,94
+39320012162;217,71
+39320012164;225,68
+39320012166;16,05
+39320012168;194,61
+39320012170;133,45
+39320012172;44,03
+39320012174;57,85
+39320012176;181,54
+39320012178;136,36
+39320012180;130,67
+39320012182;67,13
+39320012184;48,59
+39320012186;74,55
+39320012188;91,48
+39320012190;183,95
+39320012192;101,15
+39320012194;2,44
+39320012196;241,99
+39320012198;198,05
+39320012200;224,27
+39320012202;170,95
+39320012204;187,76
+39320012206;32,46
+39320012208;237,00
+39320012210;46,15
+39320012212;195,44
+39320012214;16,40
+39320012216;65,58
+39320012218;8,50
+39320012220;114,38
+39320012222;208,62
+39320012224;65,48
+39320012226;172,39
+39320012228;21,35
+39320012230;227,72
+39320012232;147,37
+39320012234;130,02
+39320012236;76,38
+39320012238;162,48
+39320012240;194,06
+39320012242;131,16
+39320012244;69,30
+39320012246;163,63
+39320012248;71,56
+39320012250;63,77
+39320012252;181,34
+39320012254;140,22
+39320012256;138,75
+39320012258;50,87
+39320012260;231,46
+39320012262;162,24
+39320012264;40,34
+39320012266;202,46
+39320012268;25,82
+39320012270;90,94
+39320012272;164,79
+39320012274;91,26
+39320012276;133,73
+39320012278;233,13
+39320012280;50,02
+39320012282;15,86
+39320012284;162,92
+39320012286;125,91
+39320012288;228,47
+39320012290;189,81
+39320012292;100,92
+39320012294;127,73
+39320012296;149,46
+39320012298;118,02
+39320012300;228,34
+39320012302;62,72
+39320012304;17,74
+39320012306;173,71
+39320012308;146,92
+39320012310;120,19
+39320012312;43,41
+39320012314;167,30
+39320012316;152,40
+39320012318;150,43
+39320012320;82,23
+39320012322;141,83
+39320012324;194,27
+39320012326;241,39
+39320012328;196,79
+39320012330;238,75
+39320012332;68,47
+39320012334;87,09
+39320012336;79,18
+39320012338;147,52
+39320012340;37,16
+39320012342;10,68
+39320012344;158,08
+39320012346;103,58
+39320012348;21,37
+39320012350;199,94
+39320012352;207,86
+39320012354;57,80
+39320012356;204,40
+39320012358;124,57
+39320012360;16,13
+39320012362;69,86
+39320012364;9,35
+39320012366;69,24
+39320012368;212,19
+39320012370;221,84
+39320012372;63,83
+39320012374;26,30
+39320012376;9,29
+39320012378;50,39
+39320012380;32,04
+39320012382;111,61
+39320012384;82,43
+39320012386;53,52
+39320012388;136,13
+39320012390;106,43
+39320012392;119,91
+39320012394;200,75
+39320012396;199,44
+39320012398;242,22
+39320012400;175,87
+39320012402;152,81
+39320012404;171,65
+39320012406;16,57
+39320012408;101,91
+39320012410;214,95
+39320012412;106,66
+39320012414;72,94
+39320012416;103,22
+39320012418;62,75
+39320012420;239,51
+39320012422;101,17
+39320012424;60,92
+39320012426;118,91
+39320012428;104,12
+39320012430;226,55
+39320012432;68,09
+39320012434;85,66
+39320012436;120,41
+39320012438;222,30
+39320012440;140,71
+39320012442;152,35
+39320012444;126,28
+39320012446;18,43
+39320012448;232,21
+39320012450;228,00
+39320012452;109,95
+39320012454;135,33
+39320012456;225,99
+39320012458;189,65
+39320012460;9,38
+39320012462;67,17
+39320012464;1,09
+39320012466;208,15
+39320012468;124,13
+39320012470;38,85
+39320012472;203,00
+39320012474;154,46
+39320012476;138,85
+39320012478;228,28
+39320012480;180,82
+39320012482;109,54
+39320012484;52,08
+39320012486;147,27
+39320012488;55,70
+39320012490;248,21
+39320012492;239,23
+39320012494;53,47
+39320012496;22,51
+39320012498;109,26
+39320012500;234,45
+39320012502;182,79
+39320012504;79,76
+39320012506;3,79
+39320012508;194,17
+39320012510;153,68
+39320012512;115,63
+39320012514;216,66
+39320012516;186,57
+39320012518;156,16
+39320012520;169,60
+39320012522;31,98
+39320012524;8,07
+39320012526;117,74
+39320012528;147,01
+39320012530;89,74
+39320012532;16,49
+39320012534;93,37
+39320012536;91,22
+39320012538;75,32
+39320012540;53,05
+39320012542;138,81
+39320012544;171,37
+39320012546;123,85
+39320012548;196,05
+39320012550;14,83
+39320012552;247,68
+39320012554;52,55
+39320012556;156,39
+39320012558;28,95
+39320012560;101,18
+39320012562;186,59
+39320012564;207,01
+39320012566;219,65
+39320012568;215,37
+39320012570;85,72
+39320012572;110,13
+39320012574;5,21
+39320012576;41,13
+39320012578;173,40
+39320012580;150,21
+39320012582;147,47
+39320012584;21,16
+39320012586;57,54
+39320012588;224,02
+39320012590;216,70
+39320012592;82,04
+39320012594;211,74
+39320012596;65,71
+39320012598;96,13
+39320012600;67,08
+39320012602;104,48
+39320012604;48,59
+39320012606;136,64
+39320012608;77,57
+39320012610;147,21
+39320012612;147,10
+39320012614;181,48
+39320012616;176,05
+39320012618;203,21
+39320012620;128,47
+39320012622;129,38
+39320012624;72,11
+39320012626;159,86
+39320012628;104,76
+39320012630;234,42
+39320012632;111,23
+39320012634;26,32
+39320012636;30,23
+39320012638;219,96
+39320012640;153,12
+39320012642;39,54
+39320012644;52,07
+39320012646;150,17
+39320012648;72,80
+39320012650;235,94
+39320012652;171,63
+39320012654;197,77
+39320012656;248,41
+39320012658;80,89
+39320012660;151,66
+39320012662;7,64
+39320012664;118,87
+39320012666;100,27
+39320012668;121,28
+39320012670;14,35
+39320012672;52,44
+39320012674;87,11
+39320012676;243,80
+39320012678;174,45
+39320012680;170,25
+39320012682;241,23
+39320012684;71,20
+39320012686;99,73
+39320012688;120,82
+39320012690;249,19
+39320012692;90,32
+39320012694;164,11
+39320012696;50,43
+39320012698;179,88
+39320012700;67,83
+39320012702;95,76
+39320012704;116,98
+39320012706;105,42
+39320012708;82,11
+39320012710;145,66
+39320012712;202,26
+39320012714;209,37
+39320012716;83,62
+39320012718;5,98
+39320012720;134,52
+39320012722;220,85
+39320012724;225,54
+39320012726;139,95
+39320012728;34,56
+39320012730;111,72
+39320012732;69,71
+39320012734;58,89
+39320012736;96,72
+39320012738;191,63
+39320012740;106,61
+39320012742;151,08
+39320012744;97,71
+39320012746;129,84
+39320012748;129,55
+39320012750;141,21
+39320012752;246,73
+39320012754;30,55
+39320012756;59,84
+39320012758;9,54
+39320012760;224,79
+39320012762;152,48
+39320012764;70,36
+39320012766;65,10
+39320012768;46,56
+39320012770;113,18
+39320012772;75,04
+39320012774;181,59
+39320012776;140,18
+39320012778;15,23
+39320012780;63,14
+39320012782;40,78
+39320012784;69,32
+39320012786;114,09
+39320012788;218,02
+39320012790;152,74
+39320012792;95,46
+39320012794;59,81
+39320012796;42,09
+39320012798;235,16
+39320012800;57,10
+39320012802;130,80
+39320012804;152,33
+39320012806;168,99
+39320012808;139,96
+39320012810;93,02
+39320012812;120,08
+39320012814;222,66
+39320012816;89,56
+39320012818;47,85
+39320012820;168,09
+39320012822;209,51
+39320012824;156,98
+39320012826;98,42
+39320012828;209,38
+39320012830;172,90
+39320012832;193,30
+39320012834;203,62
+39320012836;190,77
+39320012838;194,43
+39320012840;129,69
+39320012842;101,58
+39320012844;109,91
+39320012846;102,79
+39320012848;225,51
+39320012850;191,40
+39320012852;51,91
+39320012854;29,85
+39320012856;234,61
+39320012858;186,06
+39320012860;32,46
+39320012862;204,82
+39320012864;105,34
+39320012866;152,51
+39320012868;99,13
+39320012870;141,76
+39320012872;7,58
+39320012874;56,25
+39320012876;67,26
+39320012878;204,28
+39320012880;162,46
+39320012882;25,80
+39320012884;163,19
+39320012886;42,60
+39320012888;163,04
+39320012890;175,16
+39320012892;153,94
+39320012894;229,47
+39320012896;133,16
+39320012898;197,46
+39320012900;40,72
+39320012902;88,84
+39320012904;80,34
+39320012906;158,25
+39320012908;131,16
+39320012910;104,69
+39320012912;9,59
+39320012914;150,28
+39320012916;47,04
+39320012918;33,26
+39320012920;3,65
+39320012922;223,09
+39320012924;231,96
+39320012926;114,04
+39320012928;172,38
+39320012930;200,38
+39320012932;105,79
+39320012934;244,01
+39320012936;162,91
+39320012938;120,09
+39320012940;238,71
+39320012942;185,69
+39320012944;201,08
+39320012946;59,76
+39320012948;108,97
+39320012950;77,68
+39320012952;4,98
+39320012954;66,94
+39320012956;111,94
+39320012958;20,99
+39320012960;167,12
+39320012962;221,06
+39320012964;192,83
+39320012966;182,84
+39320012968;16,33
+39320012970;19,45
+39320012972;15,75
+39320012974;234,47
+39320012976;221,94
+39320012978;45,15
+39320012980;92,15
+39320012982;52,99
+39320012984;249,79
+39320012986;175,29
+39320012988;70,36
+39320012990;31,87
+39320012992;200,05
+39320012994;190,21
+39320012996;70,11
+39320012998;113,74
+39320013000;108,90
+39320013002;168,72
+39320013004;218,17
+39320013006;154,41
+39320013008;246,42
+39320013010;28,63
+39320013012;169,91
+39320013014;245,52
+39320013016;219,12
+39320013018;65,54
+39320013020;85,71
+39320013022;241,00
+39320013024;31,34
+39320013026;167,09
+39320013028;201,53
+39320013030;0,58
+39320013032;247,44
+39320013034;208,92
+39320013036;195,54
+39320013038;70,93
+39320013040;113,66
+39320013042;211,70
+39320013044;184,74
+39320013046;193,65
+39320013048;168,17
+39320013050;22,05
+39320013052;4,61
