numeroTelefono;dataAttivazione;tipoContratto;statoContratto
39320007828;26/01/2024;RICARICA;ATTIVO
39320007829;25/02/2025;CONSUMO;ATTIVO
39320007830;15/12/2022;RICARICA;ATTIVO
39320007831;19/12/2021;CONSUMO;ATTIVO
39320007832;21/10/2025;RICARICA;ATTIVO
39320007833;22/12/2022;CONSUMO;ATTIVO
39320007834;24/02/2025;RICARICA;ATTIVO
39320007835;12/04/2022;CONSUMO;ATTIVO
39320007836;19/09/2022;RICARICA;ATTIVO
39320007837;18/01/2025;CONSUMO;ATTIVO
39320007838;12/04/2023;RICARICA;ATTIVO
39320007839;16/10/2023;CONSUMO;ATTIVO
39320007840;30/03/2025;RICARICA;ATTIVO
39320007841;27/06/2022;CONSUMO;ATTIVO
39320007842;22/09/2023;RICARICA;ATTIVO
39320007843;09/07/2025;CONSUMO;ATTIVO
39320007844;11/01/2023;RICARICA;ATTIVO
39320007845;12/12/2021;CONSUMO;ATTIVO
39320007846;17/08/2021;RICARICA;ATTIVO
39320007847;28/09/2022;CONSUMO;ATTIVO
39320007848;05/12/2024;RICARICA;ATTIVO
39320007849;30/08/2022;CONSUMO;ATTIVO
39320007850;08/01/2024;RICARICA;ATTIVO
39320007851;20/06/2024;CONSUMO;ATTIVO
39320007852;11/02/2022;RICARICA;ATTIVO
39320007853;28/12/2024;CONSUMO;ATTIVO
39320007854;01/12/2025;RICARICA;ATTIVO
39320007855;12/10/2025;CONSUMO;ATTIVO
39320007856;06/01/2025;RICARICA;ATTIVO
39320007857;26/12/2022;CONSUMO;ATTIVO
39320007858;02/03/2026;RICARICA;ATTIVO
39320007859;27/09/2025;CONSUMO;SOSPESO
39320007860;27/07/2025;RICARICA;ATTIVO
39320007861;24/06/2025;CONSUMO;ATTIVO
39320007862;13/03/2024;RICARICA;SOSPESO
39320007863;26/10/2022;CONSUMO;SOSPESO
39320007864;26/06/2023;RICARICA;ATTIVO
39320007865;19/05/2022;CONSUMO;ATTIVO
39320007866;29/09/2024;RICARICA;SOSPESO
39320007867;23/02/2021;CONSUMO;ATTIVO
39320007868;03/09/2025;RICARICA;ATTIVO
39320007869;25/03/2022;CONSUMO;ATTIVO
39320007870;08/04/2022;RICARICA;ATTIVO
39320007871;21/07/2025;CONSUMO;ATTIVO
39320007872;26/01/2021;RICARICA;ATTIVO
39320007873;12/02/2021;CONSUMO;ATTIVO
39320007874;17/09/2023;RICARICA;ATTIVO
39320007875;29/04/2023;CONSUMO;ATTIVO
39320007876;09/03/2024;RICARICA;ATTIVO
39320007877;17/01/2022;CONSUMO;ATTIVO
39320007878;04/04/2024;RICARICA;ATTIVO
39320007879;24/03/2024;CONSUMO;ATTIVO
39320007880;04/03/2023;RICARICA;ATTIVO
39320007881;18/12/2024;CONSUMO;ATTIVO
39320007882;16/01/2023;RICARICA;ATTIVO
39320007883;24/06/2022;CONSUMO;ATTIVO
39320007884;17/01/2023;RICARICA;ATTIVO
39320007885;26/04/2022;CONSUMO;ATTIVO
39320007886;02/01/2023;RICARICA;ATTIVO
39320007887;20/11/2024;CONSUMO;ATTIVO
39320007888;28/10/2025;RICARICA;ATTIVO
39320007889;09/12/2024;CONSUMO;ATTIVO
39320007890;08/01/2024;RICARICA;ATTIVO
39320007891;17/07/2021;CONSUMO;SOSPESO
39320007892;26/05/2025;RICARICA;SOSPESO
39320007893;21/12/2024;CONSUMO;ATTIVO
39320007894;05/10/2022;RICARICA;ATTIVO
39320007895;20/08/2025;CONSUMO;ATTIVO
39320007896;14/01/2025;RICARICA;ATTIVO
39320007897;08/12/2024;CONSUMO;ATTIVO
39320007898;09/02/2024;RICARICA;ATTIVO
39320007899;04/04/2022;CONSUMO;ATTIVO
39320007900;22/03/2024;RICARICA;ATTIVO
39320007901;01/08/2023;CONSUMO;ATTIVO
39320007902;16/10/2023;RICARICA;ATTIVO
39320007903;13/05/2021;CONSUMO;SOSPESO
39320007904;17/12/2021;RICARICA;ATTIVO
39320007905;08/07/2023;CONSUMO;ATTIVO
39320007906;28/04/2021;RICARICA;ATTIVO
39320007907;04/09/2023;CONSUMO;ATTIVO
39320007908;30/10/2021;RICARICA;ATTIVO
39320007909;27/12/2022;CONSUMO;ATTIVO
39320007910;12/01/2025;RICARICA;ATTIVO
39320007911;01/06/2022;CONSUMO;SOSPESO
39320007912;30/01/2025;RICARICA;ATTIVO
39320007913;09/05/2024;CONSUMO;ATTIVO
39320007914;13/12/2024;RICARICA;ATTIVO
39320007915;01/10/2021;CONSUMO;SOSPESO
39320007916;17/03/2022;RICARICA;ATTIVO
39320007917;27/09/2022;CONSUMO;ATTIVO
39320007918;13/10/2024;RICARICA;ATTIVO
39320007919;22/04/2022;CONSUMO;ATTIVO
39320007920;29/11/2025;RICARICA;ATTIVO
39320007921;14/04/2023;CONSUMO;ATTIVO
39320007922;11/01/2024;RICARICA;SOSPESO
39320007923;16/04/2024;CONSUMO;ATTIVO
39320007924;14/01/2021;RICARICA;SOSPESO
39320007925;19/04/2021;CONSUMO;ATTIVO
39320007926;04/01/2023;RICARICA;ATTIVO
39320007927;06/05/2025;CONSUMO;SOSPESO
39320007928;11/06/2024;RICARICA;ATTIVO
39320007929;28/04/2023;CONSUMO;ATTIVO
39320007930;09/02/2025;RICARICA;ATTIVO
39320007931;16/05/2024;CONSUMO;ATTIVO
39320007932;03/01/2022;RICARICA;ATTIVO
39320007933;02/03/2021;CONSUMO;ATTIVO
39320007934;11/10/2023;RICARICA;ATTIVO
39320007935;11/11/2022;CONSUMO;ATTIVO
39320007936;07/04/2023;RICARICA;ATTIVO
39320007937;04/11/2024;CONSUMO;ATTIVO
39320007938;15/04/2023;RICARICA;ATTIVO
39320007939;30/08/2023;CONSUMO;ATTIVO
39320007940;05/12/2022;RICARICA;ATTIVO
39320007941;30/09/2022;CONSUMO;ATTIVO
39320007942;19/12/2024;RICARICA;ATTIVO
39320007943;01/06/2022;CONSUMO;ATTIVO
39320007944;13/01/2022;RICARICA;ATTIVO
39320007945;15/02/2022;CONSUMO;ATTIVO
39320007946;18/08/2024;RICARICA;ATTIVO
39320007947;27/11/2022;CONSUMO;ATTIVO
39320007948;12/07/2021;RICARICA;ATTIVO
39320007949;11/02/2021;CONSUMO;ATTIVO
39320007950;05/05/2021;RICARICA;SOSPESO
39320007951;02/05/2021;CONSUMO;ATTIVO
39320007952;15/07/2021;RICARICA;ATTIVO
39320007953;20/12/2023;CONSUMO;ATTIVO
39320007954;01/11/2022;RICARICA;ATTIVO
39320007955;26/02/2021;CONSUMO;ATTIVO
39320007956;09/03/2024;RICARICA;ATTIVO
39320007957;26/10/2025;CONSUMO;ATTIVO
39320007958;20/12/2021;RICARICA;ATTIVO
39320007959;25/06/2024;CONSUMO;ATTIVO
39320007960;02/01/2024;RICARICA;ATTIVO
39320007961;09/12/2022;CONSUMO;ATTIVO
39320007962;31/10/2024;RICARICA;ATTIVO
39320007963;13/05/2024;CONSUMO;ATTIVO
39320007964;29/12/2021;RICARICA;ATTIVO
39320007965;17/12/2024;CONSUMO;ATTIVO
39320007966;01/05/2025;RICARICA;ATTIVO
39320007967;01/11/2021;CONSUMO;ATTIVO
39320007968;01/07/2023;RICARICA;ATTIVO
39320007969;21/03/2021;CONSUMO;SOSPESO
39320007970;25/12/2025;RICARICA;SOSPESO
39320007971;04/09/2021;CONSUMO;ATTIVO
39320007972;01/10/2022;RICARICA;SOSPESO
39320007973;09/08/2021;CONSUMO;ATTIVO
39320007974;05/01/2022;RICARICA;ATTIVO
39320007975;09/12/2021;CONSUMO;ATTIVO
39320007976;17/10/2023;RICARICA;ATTIVO
39320007977;14/11/2021;CONSUMO;SOSPESO
39320007978;28/02/2026;RICARICA;ATTIVO
39320007979;21/07/2023;CONSUMO;SOSPESO
39320007980;28/01/2024;RICARICA;ATTIVO
39320007981;25/05/2025;CONSUMO;ATTIVO
39320007982;27/08/2021;RICARICA;ATTIVO
39320007983;15/05/2021;CONSUMO;ATTIVO
39320007984;19/01/2023;RICARICA;ATTIVO
39320007985;02/08/2025;CONSUMO;ATTIVO
39320007986;15/06/2025;RICARICA;ATTIVO
39320007987;04/01/2023;CONSUMO;ATTIVO
39320007988;02/03/2026;RICARICA;ATTIVO
39320007989;24/09/2025;CONSUMO;ATTIVO
39320007990;20/12/2024;RICARICA;ATTIVO
39320007991;25/04/2024;CONSUMO;ATTIVO
39320007992;01/12/2023;RICARICA;ATTIVO
39320007993;03/09/2024;CONSUMO;ATTIVO
39320007994;16/12/2023;RICARICA;ATTIVO
39320007995;09/12/2024;CONSUMO;ATTIVO
39320007996;19/03/2023;RICARICA;ATTIVO
39320007997;10/08/2024;CONSUMO;ATTIVO
39320007998;19/10/2022;RICARICA;ATTIVO
39320007999;13/04/2025;CONSUMO;ATTIVO
39320008000;06/07/2024;RICARICA;ATTIVO
39320008001;11/06/2023;CONSUMO;ATTIVO
39320008002;02/10/2023;RICARICA;ATTIVO
39320008003;02/08/2021;CONSUMO;ATTIVO
39320008004;19/09/2023;RICARICA;ATTIVO
39320008005;19/09/2022;CONSUMO;ATTIVO
39320008006;30/05/2025;RICARICA;ATTIVO
39320008007;28/04/2025;CONSUMO;ATTIVO
39320008008;23/04/2021;RICARICA;ATTIVO
39320008009;27/03/2021;CONSUMO;ATTIVO
39320008010;02/07/2021;RICARICA;ATTIVO
39320008011;18/04/2024;CONSUMO;ATTIVO
39320008012;15/03/2024;RICARICA;ATTIVO
39320008013;05/08/2024;CONSUMO;ATTIVO
39320008014;09/04/2021;RICARICA;ATTIVO
39320008015;07/04/2021;CONSUMO;SOSPESO
39320008016;28/02/2023;RICARICA;ATTIVO
39320008017;07/01/2024;CONSUMO;ATTIVO
39320008018;18/08/2025;RICARICA;ATTIVO
39320008019;08/06/2023;CONSUMO;ATTIVO
39320008020;10/12/2023;RICARICA;ATTIVO
39320008021;08/11/2023;CONSUMO;ATTIVO
39320008022;02/12/2024;RICARICA;ATTIVO
39320008023;16/03/2022;CONSUMO;ATTIVO
39320008024;16/01/2022;RICARICA;ATTIVO
39320008025;30/12/2024;CONSUMO;ATTIVO
39320008026;02/01/2025;RICARICA;ATTIVO
39320008027;28/02/2022;CONSUMO;ATTIVO
39320008028;09/06/2024;RICARICA;ATTIVO
39320008029;04/03/2026;CONSUMO;ATTIVO
39320008030;18/01/2026;RICARICA;ATTIVO
39320008031;08/03/2026;CONSUMO;ATTIVO
39320008032;27/01/2026;RICARICA;ATTIVO
39320008033;25/07/2025;CONSUMO;ATTIVO
39320008034;09/11/2022;RICARICA;SOSPESO
39320008035;10/03/2023;CONSUMO;ATTIVO
39320008036;01/02/2023;RICARICA;ATTIVO
39320008037;04/04/2023;CONSUMO;ATTIVO
39320008038;18/10/2021;RICARICA;ATTIVO
39320008039;27/06/2024;CONSUMO;ATTIVO
39320008040;12/12/2025;RICARICA;SOSPESO
39320008041;25/10/2024;CONSUMO;ATTIVO
39320008042;04/11/2025;RICARICA;ATTIVO
39320008043;27/09/2022;CONSUMO;ATTIVO
39320008044;05/12/2025;RICARICA;ATTIVO
39320008045;15/02/2026;CONSUMO;ATTIVO
39320008046;14/11/2024;RICARICA;ATTIVO
39320008047;14/08/2025;CONSUMO;ATTIVO
39320008048;24/07/2022;RICARICA;ATTIVO
39320008049;24/01/2022;CONSUMO;ATTIVO
39320008050;27/09/2023;RICARICA;ATTIVO
39320008051;22/01/2021;CONSUMO;ATTIVO
39320008052;21/03/2023;RICARICA;ATTIVO
39320008053;21/04/2025;CONSUMO;ATTIVO
39320008054;19/09/2024;RICARICA;ATTIVO
39320008055;25/05/2021;CONSUMO;ATTIVO
39320008056;25/08/2021;RICARICA;ATTIVO
39320008057;09/06/2025;CONSUMO;ATTIVO
39320008058;11/01/2022;RICARICA;ATTIVO
39320008059;09/12/2021;CONSUMO;SOSPESO
39320008060;10/06/2022;RICARICA;SOSPESO
39320008061;04/01/2025;CONSUMO;SOSPESO
39320008062;27/03/2023;RICARICA;ATTIVO
39320008063;10/08/2022;CONSUMO;ATTIVO
39320008064;13/03/2024;RICARICA;ATTIVO
39320008065;08/04/2025;CONSUMO;ATTIVO
39320008066;13/08/2025;RICARICA;ATTIVO
39320008067;18/02/2022;CONSUMO;SOSPESO
39320008068;11/02/2024;RICARICA;ATTIVO
39320008069;16/02/2022;CONSUMO;ATTIVO
39320008070;15/03/2021;RICARICA;ATTIVO
39320008071;12/08/2021;CONSUMO;ATTIVO
39320008072;19/03/2021;RICARICA;ATTIVO
39320008073;13/01/2022;CONSUMO;ATTIVO
39320008074;21/11/2024;RICARICA;ATTIVO
39320008075;11/05/2022;CONSUMO;ATTIVO
39320008076;30/01/2023;RICARICA;ATTIVO
39320008077;20/10/2021;CONSUMO;ATTIVO
39320008078;25/04/2025;RICARICA;ATTIVO
39320008079;29/10/2023;CONSUMO;ATTIVO
39320008080;23/01/2022;RICARICA;ATTIVO
39320008081;24/01/2025;CONSUMO;ATTIVO
39320008082;10/03/2024;RICARICA;ATTIVO
39320008083;09/11/2021;CONSUMO;ATTIVO
39320008084;29/05/2022;RICARICA;SOSPESO
39320008085;19/12/2022;CONSUMO;ATTIVO
39320008086;21/01/2026;RICARICA;ATTIVO
39320008087;13/03/2023;CONSUMO;ATTIVO
39320008088;21/08/2022;RICARICA;ATTIVO
39320008089;07/04/2022;CONSUMO;ATTIVO
39320008090;03/02/2022;RICARICA;ATTIVO
39320008091;16/01/2025;CONSUMO;ATTIVO
39320008092;20/11/2025;RICARICA;ATTIVO
39320008093;24/09/2025;CONSUMO;ATTIVO
39320008094;19/12/2023;RICARICA;ATTIVO
39320008095;26/11/2021;CONSUMO;ATTIVO
39320008096;13/10/2022;RICARICA;ATTIVO
39320008097;03/11/2024;CONSUMO;ATTIVO
39320008098;27/11/2023;RICARICA;ATTIVO
39320008099;20/06/2024;CONSUMO;ATTIVO
39320008100;22/01/2025;RICARICA;SOSPESO
39320008101;29/01/2023;CONSUMO;ATTIVO
39320008102;21/01/2026;RICARICA;ATTIVO
39320008103;24/04/2022;CONSUMO;ATTIVO
39320008104;08/01/2021;RICARICA;ATTIVO
39320008105;25/07/2025;CONSUMO;ATTIVO
39320008106;07/03/2024;RICARICA;ATTIVO
39320008107;05/04/2022;CONSUMO;ATTIVO
39320008108;14/03/2021;RICARICA;ATTIVO
39320008109;01/06/2021;CONSUMO;ATTIVO
39320008110;15/08/2025;RICARICA;ATTIVO
39320008111;16/03/2024;CONSUMO;ATTIVO
39320008112;02/08/2022;RICARICA;ATTIVO
39320008113;04/03/2023;CONSUMO;ATTIVO
39320008114;13/03/2025;RICARICA;ATTIVO
39320008115;02/10/2023;CONSUMO;ATTIVO
39320008116;08/12/2022;RICARICA;SOSPESO
39320008117;27/07/2024;CONSUMO;ATTIVO
39320008118;26/02/2026;RICARICA;ATTIVO
39320008119;20/07/2023;CONSUMO;ATTIVO
39320008120;08/01/2023;RICARICA;ATTIVO
39320008121;11/08/2022;CONSUMO;ATTIVO
39320008122;24/12/2021;RICARICA;SOSPESO
39320008123;07/03/2023;CONSUMO;SOSPESO
39320008124;12/12/2025;RICARICA;ATTIVO
39320008125;24/02/2025;CONSUMO;ATTIVO
39320008126;08/07/2025;RICARICA;ATTIVO
39320008127;29/03/2021;CONSUMO;ATTIVO
39320008128;26/12/2024;RICARICA;ATTIVO
39320008129;11/10/2025;CONSUMO;ATTIVO
39320008130;04/04/2023;RICARICA;ATTIVO
39320008131;07/07/2024;CONSUMO;ATTIVO
39320008132;12/04/2023;RICARICA;ATTIVO
39320008133;06/05/2023;CONSUMO;ATTIVO
39320008134;16/07/2023;RICARICA;ATTIVO
39320008135;07/03/2023;CONSUMO;ATTIVO
39320008136;23/11/2022;RICARICA;ATTIVO
39320008137;28/03/2023;CONSUMO;ATTIVO
39320008138;22/12/2023;RICARICA;ATTIVO
39320008139;21/03/2022;CONSUMO;ATTIVO
39320008140;10/03/2024;RICARICA;ATTIVO
39320008141;25/11/2025;CONSUMO;ATTIVO
39320008142;25/05/2025;RICARICA;ATTIVO
39320008143;18/01/2026;CONSUMO;ATTIVO
39320008144;02/11/2025;RICARICA;ATTIVO
39320008145;17/04/2023;CONSUMO;ATTIVO
39320008146;21/09/2022;RICARICA;ATTIVO
39320008147;17/10/2021;CONSUMO;ATTIVO
39320008148;17/01/2024;RICARICA;ATTIVO
39320008149;08/09/2022;CONSUMO;ATTIVO
39320008150;06/05/2025;RICARICA;ATTIVO
39320008151;25/04/2023;CONSUMO;ATTIVO
39320008152;21/03/2022;RICARICA;ATTIVO
39320008153;28/12/2025;CONSUMO;ATTIVO
39320008154;27/02/2023;RICARICA;SOSPESO
39320008155;04/06/2023;CONSUMO;ATTIVO
39320008156;27/06/2023;RICARICA;ATTIVO
39320008157;27/02/2022;CONSUMO;ATTIVO
39320008158;28/09/2024;RICARICA;ATTIVO
39320008159;08/03/2025;CONSUMO;ATTIVO
39320008160;25/04/2025;RICARICA;ATTIVO
39320008161;04/04/2023;CONSUMO;ATTIVO
39320008162;29/06/2025;RICARICA;ATTIVO
39320008163;23/04/2023;CONSUMO;ATTIVO
39320008164;19/05/2022;RICARICA;ATTIVO
39320008165;25/09/2021;CONSUMO;ATTIVO
39320008166;24/09/2023;RICARICA;ATTIVO
39320008167;13/04/2025;CONSUMO;ATTIVO
39320008168;14/02/2025;RICARICA;ATTIVO
39320008169;14/03/2021;CONSUMO;ATTIVO
39320008170;31/05/2025;RICARICA;ATTIVO
39320008171;13/02/2021;CONSUMO;ATTIVO
39320008172;01/11/2025;RICARICA;ATTIVO
39320008173;10/11/2022;CONSUMO;ATTIVO
39320008174;04/10/2022;RICARICA;SOSPESO
39320008175;01/01/2023;CONSUMO;ATTIVO
39320008176;05/11/2021;RICARICA;SOSPESO
39320008177;22/09/2022;CONSUMO;ATTIVO
39320008178;14/01/2023;RICARICA;ATTIVO
39320008179;09/10/2022;CONSUMO;ATTIVO
39320008180;24/08/2025;RICARICA;ATTIVO
39320008181;25/11/2022;CONSUMO;ATTIVO
39320008182;17/08/2022;RICARICA;ATTIVO
39320008183;02/07/2025;CONSUMO;ATTIVO
39320008184;19/01/2026;RICARICA;ATTIVO
39320008185;01/12/2021;CONSUMO;ATTIVO
39320008186;27/12/2023;RICARICA;ATTIVO
39320008187;20/04/2023;CONSUMO;ATTIVO
39320008188;06/02/2024;RICARICA;ATTIVO
39320008189;04/12/2024;CONSUMO;SOSPESO
39320008190;14/11/2024;RICARICA;ATTIVO
39320008191;26/05/2022;CONSUMO;SOSPESO
39320008192;21/09/2024;RICARICA;SOSPESO
39320008193;06/02/2026;CONSUMO;ATTIVO
39320008194;28/03/2025;RICARICA;ATTIVO
39320008195;08/12/2025;CONSUMO;ATTIVO
39320008196;16/02/2023;RICARICA;ATTIVO
39320008197;21/04/2025;CONSUMO;ATTIVO
39320008198;10/11/2024;RICARICA;SOSPESO
39320008199;13/01/2023;CONSUMO;SOSPESO
39320008200;12/04/2024;RICARICA;ATTIVO
39320008201;06/07/2023;CONSUMO;ATTIVO
39320008202;05/10/2023;RICARICA;SOSPESO
39320008203;06/03/2024;CONSUMO;ATTIVO
39320008204;27/11/2022;RICARICA;SOSPESO
39320008205;21/12/2025;CONSUMO;ATTIVO
39320008206;29/12/2021;RICARICA;ATTIVO
39320008207;07/09/2022;CONSUMO;ATTIVO
39320008208;21/02/2026;RICARICA;ATTIVO
39320008209;08/06/2025;CONSUMO;SOSPESO
39320008210;08/02/2022;RICARICA;SOSPESO
39320008211;19/10/2022;CONSUMO;ATTIVO
39320008212;12/06/2025;RICARICA;SOSPESO
39320008213;20/06/2021;CONSUMO;ATTIVO
39320008214;26/06/2025;RICARICA;ATTIVO
39320008215;27/06/2024;CONSUMO;ATTIVO
39320008216;06/05/2023;RICARICA;SOSPESO
39320008217;18/01/2023;CONSUMO;ATTIVO
39320008218;29/01/2022;RICARICA;ATTIVO
39320008219;02/12/2023;CONSUMO;ATTIVO
39320008220;18/02/2021;RICARICA;ATTIVO
39320008221;30/01/2026;CONSUMO;ATTIVO
39320008222;22/08/2024;RICARICA;ATTIVO
39320008223;20/09/2022;CONSUMO;ATTIVO
39320008224;06/06/2023;RICARICA;ATTIVO
39320008225;13/07/2022;CONSUMO;ATTIVO
39320008226;05/04/2025;RICARICA;ATTIVO
39320008227;12/09/2024;CONSUMO;ATTIVO
39320008228;04/02/2024;RICARICA;ATTIVO
39320008229;21/11/2025;CONSUMO;SOSPESO
39320008230;02/07/2024;RICARICA;ATTIVO
39320008231;20/03/2024;CONSUMO;ATTIVO
39320008232;19/02/2023;RICARICA;ATTIVO
39320008233;21/08/2023;CONSUMO;ATTIVO
39320008234;15/03/2021;RICARICA;ATTIVO
39320008235;08/07/2022;CONSUMO;ATTIVO
39320008236;19/11/2022;RICARICA;ATTIVO
39320008237;16/11/2023;CONSUMO;ATTIVO
39320008238;25/05/2025;RICARICA;ATTIVO
39320008239;19/12/2024;CONSUMO;ATTIVO
39320008240;11/12/2022;RICARICA;ATTIVO
39320008241;06/02/2024;CONSUMO;ATTIVO
39320008242;31/07/2022;RICARICA;ATTIVO
39320008243;14/02/2026;CONSUMO;ATTIVO
39320008244;07/10/2024;RICARICA;ATTIVO
39320008245;26/09/2024;CONSUMO;ATTIVO
39320008246;31/10/2025;RICARICA;ATTIVO
39320008247;21/08/2021;CONSUMO;ATTIVO
39320008248;21/09/2021;RICARICA;ATTIVO
39320008249;08/08/2021;CONSUMO;ATTIVO
39320008250;29/12/2021;RICARICA;ATTIVO
39320008251;12/11/2021;CONSUMO;ATTIVO
39320008252;01/05/2022;RICARICA;ATTIVO
39320008253;04/11/2025;CONSUMO;ATTIVO
39320008254;20/01/2025;RICARICA;ATTIVO
39320008255;11/07/2025;CONSUMO;ATTIVO
39320008256;05/02/2026;RICARICA;ATTIVO
39320008257;16/11/2021;CONSUMO;ATTIVO
39320008258;20/11/2025;RICARICA;SOSPESO
39320008259;16/07/2024;CONSUMO;ATTIVO
39320008260;29/05/2025;RICARICA;ATTIVO
39320008261;08/06/2024;CONSUMO;ATTIVO
39320008262;13/12/2024;RICARICA;ATTIVO
39320008263;24/02/2026;CONSUMO;ATTIVO
39320008264;16/06/2021;RICARICA;ATTIVO
39320008265;10/01/2025;CONSUMO;SOSPESO
39320008266;08/01/2021;RICARICA;ATTIVO
39320008267;05/11/2024;CONSUMO;ATTIVO
39320008268;13/04/2021;RICARICA;ATTIVO
39320008269;04/03/2023;CONSUMO;ATTIVO
39320008270;21/12/2023;RICARICA;ATTIVO
39320008271;02/08/2025;CONSUMO;ATTIVO
39320008272;12/10/2023;RICARICA;ATTIVO
39320008273;17/01/2022;CONSUMO;ATTIVO
39320008274;07/02/2025;RICARICA;ATTIVO
39320008275;07/11/2025;CONSUMO;ATTIVO
39320008276;26/06/2023;RICARICA;ATTIVO
39320008277;13/01/2021;CONSUMO;ATTIVO
39320008278;09/02/2022;RICARICA;ATTIVO
39320008279;04/12/2025;CONSUMO;ATTIVO
39320008280;23/01/2022;RICARICA;ATTIVO
39320008281;10/12/2024;CONSUMO;ATTIVO
39320008282;21/01/2022;RICARICA;ATTIVO
39320008283;21/10/2022;CONSUMO;ATTIVO
39320008284;12/04/2022;RICARICA;ATTIVO
39320008285;25/07/2024;CONSUMO;ATTIVO
39320008286;31/08/2022;RICARICA;ATTIVO
39320008287;04/11/2023;CONSUMO;ATTIVO
39320008288;23/03/2022;RICARICA;ATTIVO
39320008289;16/08/2025;CONSUMO;ATTIVO
39320008290;09/05/2022;RICARICA;ATTIVO
39320008291;03/09/2024;CONSUMO;ATTIVO
39320008292;31/10/2024;RICARICA;ATTIVO
39320008293;25/03/2025;CONSUMO;ATTIVO
39320008294;07/05/2021;RICARICA;ATTIVO
39320008295;06/12/2022;CONSUMO;ATTIVO
39320008296;04/05/2021;RICARICA;ATTIVO
39320008297;02/08/2025;CONSUMO;ATTIVO
39320008298;12/10/2024;RICARICA;ATTIVO
39320008299;06/01/2025;CONSUMO;ATTIVO
39320008300;05/03/2025;RICARICA;ATTIVO
39320008301;15/10/2022;CONSUMO;ATTIVO
39320008302;20/02/2026;RICARICA;ATTIVO
39320008303;30/11/2024;CONSUMO;ATTIVO
39320008304;20/10/2024;RICARICA;SOSPESO
39320008305;11/03/2024;CONSUMO;ATTIVO
39320008306;16/09/2025;RICARICA;ATTIVO
39320008307;04/01/2023;CONSUMO;ATTIVO
39320008308;11/09/2023;RICARICA;ATTIVO
39320008309;07/09/2022;CONSUMO;ATTIVO
39320008310;04/10/2022;RICARICA;ATTIVO
39320008311;06/03/2025;CONSUMO;ATTIVO
39320008312;17/04/2024;RICARICA;ATTIVO
39320008313;15/11/2024;CONSUMO;ATTIVO
39320008314;11/08/2023;RICARICA;ATTIVO
39320008315;27/10/2022;CONSUMO;SOSPESO
39320008316;30/09/2025;RICARICA;SOSPESO
39320008317;06/04/2023;CONSUMO;ATTIVO
39320008318;16/01/2026;RICARICA;ATTIVO
39320008319;09/11/2021;CONSUMO;ATTIVO
39320008320;18/03/2025;RICARICA;ATTIVO
39320008321;20/02/2021;CONSUMO;ATTIVO
39320008322;03/06/2025;RICARICA;ATTIVO
39320008323;18/11/2025;CONSUMO;ATTIVO
39320008324;30/03/2023;RICARICA;ATTIVO
39320008325;09/06/2023;CONSUMO;ATTIVO
39320008326;17/09/2024;RICARICA;ATTIVO
39320008327;06/11/2021;CONSUMO;ATTIVO
39320008328;12/01/2022;RICARICA;ATTIVO
39320008329;03/02/2021;CONSUMO;ATTIVO
39320008330;03/11/2021;RICARICA;ATTIVO
39320008331;10/02/2022;CONSUMO;ATTIVO
39320008332;15/03/2023;RICARICA;ATTIVO
39320008333;27/08/2025;CONSUMO;SOSPESO
39320008334;31/01/2024;RICARICA;ATTIVO
39320008335;25/01/2022;CONSUMO;ATTIVO
39320008336;22/01/2025;RICARICA;ATTIVO
39320008337;11/06/2023;CONSUMO;SOSPESO
39320008338;24/11/2021;RICARICA;ATTIVO
39320008339;25/09/2024;CONSUMO;ATTIVO
39320008340;06/08/2021;RICARICA;ATTIVO
39320008341;25/10/2022;CONSUMO;ATTIVO
39320008342;29/05/2024;RICARICA;ATTIVO
39320008343;27/04/2022;CONSUMO;ATTIVO
39320008344;10/10/2023;RICARICA;ATTIVO
39320008345;03/05/2023;CONSUMO;ATTIVO
39320008346;23/09/2022;RICARICA;ATTIVO
39320008347;25/11/2022;CONSUMO;ATTIVO
39320008348;01/11/2024;RICARICA;ATTIVO
39320008349;06/06/2024;CONSUMO;ATTIVO
39320008350;23/09/2021;RICARICA;ATTIVO
39320008351;30/11/2022;CONSUMO;ATTIVO
39320008352;11/07/2025;RICARICA;ATTIVO
39320008353;20/09/2021;CONSUMO;ATTIVO
39320008354;28/08/2023;RICARICA;ATTIVO
39320008355;05/07/2023;CONSUMO;ATTIVO
39320008356;20/05/2022;RICARICA;ATTIVO
39320008357;31/10/2022;CONSUMO;ATTIVO
39320008358;07/02/2026;RICARICA;ATTIVO
39320008359;03/10/2022;CONSUMO;ATTIVO
39320008360;21/01/2026;RICARICA;SOSPESO
39320008361;31/05/2025;CONSUMO;ATTIVO
39320008362;29/11/2022;RICARICA;ATTIVO
39320008363;10/11/2022;CONSUMO;ATTIVO
39320008364;22/01/2026;RICARICA;ATTIVO
39320008365;22/10/2022;CONSUMO;ATTIVO
39320008366;18/03/2024;RICARICA;SOSPESO
39320008367;14/04/2022;CONSUMO;ATTIVO
39320008368;02/06/2024;RICARICA;ATTIVO
39320008369;06/08/2025;CONSUMO;ATTIVO
39320008370;28/02/2024;RICARICA;ATTIVO
39320008371;09/02/2021;CONSUMO;ATTIVO
39320008372;09/12/2025;RICARICA;ATTIVO
39320008373;17/03/2025;CONSUMO;ATTIVO
39320008374;21/10/2022;RICARICA;ATTIVO
